title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,octave1,octave2,octave3,octave4,octave5,octave6,octave7,octave8,octave9,octave10,octave11,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
The-Intern,3646,152.026875,83.97197585,83.7938355,82.6567591,91.28491956,0.866713632,0.882489451,4.087416667,0.041708333,173,49.45493018,48.24670567,45.38871483,0.033045904,0.02446165,0.143158516,0,18.75,20.15409388,50,1,4,0.001097093,0.059282848,0.021273896,0,0.102984477,0.079470199,0.072847682,0.0018224,0.010847,0.044392,0.064764,0.11072,0.14785,0.13175,0.14259,0.13193,0.16194,0.05139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Internets-Own-Boy-The-Story-of-Aaron-Swartz,3133,130.6305,76.73995708,72.91844765,77.37002182,83.5827217,0.290833614,0.535580564,3.962291667,0.041708333,445,49.60390699,49.82579514,48.64248213,0.037332757,0.037446205,0.209875217,0,10.22222222,14.06949243,42,1,9,0.002872646,0.098835918,0.031487134,0.015473769,0.174967604,0.100775194,0.085271318,0.00045945,0.015492,0.036923,0.052814,0.1023,0.15357,0.10708,0.14029,0.20016,0.16767,0.023246,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The-Internship,3630,151.3595417,90.9819466,80.85484335,95.42625244,94.73003279,0.638703037,0.742103245,5.005,0.041708333,236,38.69181046,39.81521806,36.76658912,0.039870082,0.028017184,0.167093105,0.002141917,22,9.933109617,36,14,3,0.000826446,0.05723346,0.023533518,0,0.130934807,0.08,0.08,0.00060531,0.0098731,0.029734,0.045251,0.088811,0.13566,0.15582,0.18131,0.16312,0.15652,0.033292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Interview,2296,95.720625,71.22458889,71.41228969,71.12240914,71.32106434,0.486880952,0.714485301,5.046708333,0.041708333,196,33.22848847,31.44080339,36.05748542,0.023508944,0.017510526,0.121597266,0.001793976,8,0,8,8,1,0.00043554,0.119430568,0.06705344,0,0.261832598,0.074468085,0.053191489,0.0051019,0.026067,0.065011,0.08122,0.11758,0.11543,0.10863,0.12052,0.15234,0.16358,0.044523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Judge,3278,136.6782083,72.75034276,67.32966805,76.1144429,69.70462282,0.860732484,0.738670949,3.878875,0.041708333,157,30.08619642,33.2020496,30.14273295,0.033315426,0.035571836,0.199979518,0,8.7,12.26417547,38,1,10,0.003050641,0.056925689,0.019030861,0,0.092629993,0.051851852,0.051851852,0.00099652,0.010169,0.042166,0.07831,0.11657,0.15115,0.14671,0.14114,0.1346,0.13283,0.04535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Jungle-Book,2779,115.86575,36.37203658,30.53414,38.40550852,41.23990028,0.916857971,1.788606034,9.551208333,0.041708333,115,33.79104497,36.8734878,38.64875841,0.03534748,0.040853121,0.176761068,0,26.28571429,23.88791856,83,1,14,0.005037783,0.148377026,0.095752403,0,0.322736869,0.035087719,0.026315789,0.0024757,0.018147,0.073882,0.10535,0.10234,0.10813,0.1312,0.13606,0.13364,0.14207,0.046709,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The-Keeping-Room,2992,124.749625,45.78832209,40.84664157,48.45618784,45.04805843,0.674360281,1.086627888,8.466791667,0.041708333,184,24.79798305,32.34554172,31.9612918,0.016093544,0.026407292,0.132925347,0,18.77777778,16.23971659,47,1,9,0.003008021,0.091729911,0.077907619,0,0.346072786,0.06504065,0.056910569,0.0031527,0.043174,0.05962,0.081553,0.092203,0.11425,0.15428,0.14342,0.14651,0.12483,0.037011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Lady-in-the-Van,2489,103.6666667,100.6751597,89.5819675,103.0604649,117.5668137,0.860069444,0.859633519,5.375,0.041666667,120,34.2166694,44.3730806,42.57209522,0.044198563,0.035100119,0.165214844,0,1,0,1,1,1,0.000401768,0.050896703,0.025215518,0,0.137093976,0.156862745,0.088235294,0.002475,0.012209,0.019649,0.050865,0.10873,0.20096,0.16977,0.15538,0.12028,0.12529,0.034406,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Last-Days-on-Mars,1665,66.56,42.75935487,38.15297941,41.98439214,58.86483462,0.32019802,0.522878515,3.32,0.04,202,27.70738285,28.63697954,31.11021401,0.008174282,0.01290557,0.086225693,0,15.2,19.60340107,73,1,15,0.009009009,0.080009537,0.040478465,0,0.166722727,0.123076923,0.107692308,0.0038518,0.028895,0.055199,0.06088,0.076109,0.10262,0.12485,0.14052,0.15551,0.17159,0.079974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Last-Five-Years,3179,132.5490833,55.74487803,42.37808519,59.80031539,69.95862485,0.364622993,0.753395731,5.422083333,0.041708333,353,24.64507727,36.27938942,44.24952262,0.018911718,0.01910191,0.132049542,0,5.1,5.467174773,14,1,10,0.003145643,0.080898818,0.047198322,0,0.205450003,0.030534351,0.030534351,0.0033838,0.019756,0.049763,0.038145,0.050433,0.13389,0.20996,0.20494,0.16149,0.095867,0.03237,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Last-of-Robin-Hood,3617,150.8173333,69.79215554,65.52293904,70.8056605,75.82830134,0.619641526,0.907202004,4.713041667,0.041708333,237,41.73097527,40.68867505,44.62877829,0.020920702,0.017885046,0.133295356,0,4.363636364,6.623274764,24,1,11,0.003041194,0.059791579,0.023518311,0,0.140255115,0.147651007,0.134228188,0.0041494,0.0094695,0.030874,0.067301,0.10725,0.15892,0.13842,0.13436,0.13023,0.17505,0.043975,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Last-Sentence,3509,146.1666667,46.03475648,46.06653973,46.01949737,46.07037546,0.840317919,1.096592102,9.708333333,0.041666667,173,32.52249779,32.52271098,32.53788443,0.020184833,0.026095195,0.131982422,0,4.037037037,6.350744963,23,1,27,0.0076945,0.118445316,0.052086804,0,0.255061218,0.15862069,0.165517241,0.0098069,0.026826,0.08393,0.087588,0.10617,0.13462,0.11601,0.12862,0.13546,0.12628,0.04469,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Last-Witch-Hunter,1922,80.12170833,32.11282126,31.77327877,32.64492552,30.29137684,0.342079936,1.11253979,14.389375,0.041708333,233,25.14759061,24.54436345,21.7539781,0.017714308,0.016605565,0.083075494,0,8.85,8.187032429,27,1,20,0.010405827,0.111288496,0.03472725,0.030468711,0.185342278,0.139240506,0.151898734,0.0064976,0.034793,0.074204,0.076477,0.085066,0.11632,0.13213,0.13425,0.15578,0.13984,0.044642,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The-Lazarus-Effect,3351,139.7229167,23.73640697,22.80006707,24.33316672,23.13945663,0.292225694,0.625705146,5.839166667,0.041708333,468,20.53202423,21.66658656,20.63774268,0.010437648,0.013445828,0.078594469,0,4.273584906,5.396597494,32,1,106,0.031632349,0.055173059,0.024727742,0,0.103919915,0.123188406,0.108695652,0.00062505,0.005633,0.04452,0.074861,0.098573,0.12605,0.13558,0.1594,0.18946,0.14006,0.02523,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Legend-of-Hercules,4464,186.1442917,54.94019785,51.58974621,55.73806102,59.66474462,0.4879875,0.783230506,5.547208333,0.041708333,380,36.28653739,39.59384437,43.04419416,0.054021425,0.055426602,0.235970531,0,3.5,3.894440482,16,1,24,0.005376344,0.07906686,0.045038321,0.016427995,0.234491149,0.075675676,0.064864865,0.013925,0.051281,0.090253,0.074891,0.077315,0.11958,0.1346,0.13494,0.13229,0.13982,0.031107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The-LEGO-Movie,3228,134.5927917,49.07842176,44.90654128,49.46045556,58.09271193,0.450601667,0.939254952,8.633625,0.041708333,275,21.2040488,25.57958848,28.71087506,0.025907822,0.01430631,0.067918616,0,31.16666667,24.87580261,71,1,6,0.001858736,0.059389743,0.030302582,0,0.140167694,0.037593985,0.060150376,0.0027808,0.019289,0.066082,0.071819,0.09088,0.11552,0.12768,0.14129,0.14996,0.15088,0.063825,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Liberator,3370,140.515375,59.39360549,52.65705627,61.85583714,64.43013132,0.722944444,1.202331582,9.551208333,0.041708333,192,35.05330146,38.05374296,42.73486909,0.032789105,0.036696352,0.157794374,0,39,0,39,39,1,0.000296736,0.097024006,0.049517128,0,0.281349046,0.050359712,0.043165468,0.016931,0.042888,0.06411,0.064215,0.098361,0.16088,0.16825,0.13724,0.12754,0.10153,0.018061,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Lifeguard,2713,113.113,64.46989063,57.11928064,67.94276675,65.91696105,0.477959752,0.635331146,4.75475,0.041708333,235,51.75781542,51.54881865,50.27129456,0.025990811,0.027242534,0.13538303,0,13.6,10.5375519,25,1,5,0.001842978,0.086351287,0.033421535,0,0.130239298,0.125,0.107142857,0.0022029,0.0062434,0.024209,0.057916,0.097464,0.11828,0.15747,0.18984,0.15466,0.17077,0.020947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Little-Prince,3746,156.1977083,96.17127095,83.79246433,101.4162351,101.7050296,0.409967738,0.673279531,5.005,0.041708333,381,35.16027302,44.09955042,50.06416054,0.026705254,0.024617191,0.147901059,0,4.625,7.809249324,25,1,8,0.002135611,0.115413639,0.040645492,0,0.212334994,0.096774194,0.077419355,0.0011193,0.0072626,0.031022,0.069318,0.14711,0.15408,0.1727,0.13949,0.11577,0.12622,0.035895,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The-Lone-Ranger,2327,97.01358333,80.19499314,72.10212524,84.56816309,78.96628218,0.625895833,1.013498755,8.008,0.041708333,154,44.57341171,44.63984053,44.67610639,0.079925753,0.101604532,0.333769312,0,14.26666667,12.00814538,47,1,15,0.006446068,0.098363406,0.058926334,0,0.228072718,0.145833333,0.125,0.0068553,0.045159,0.099793,0.086298,0.081113,0.093571,0.11521,0.14606,0.15553,0.12735,0.043058,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The-Longest-Ride,3803,158.5750833,41.27723796,36.60081749,42.86246293,45.41217428,0.348025273,0.618108795,4.25425,0.041708333,427,32.25864116,37.44577954,41.77840939,0.020230948,0.024826425,0.15140183,0,3.612903226,4.247788186,24,1,31,0.008151459,0.070689632,0.045537192,0,0.313767859,0.082802548,0.063694268,0.010617,0.027805,0.068416,0.074578,0.12033,0.13932,0.15445,0.11904,0.12164,0.12264,0.041159,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Longest-Week,3064,127.752625,67.76405429,62.90517145,69.80586798,70.04959688,0.435429267,0.794968992,6.965291667,0.041708333,291,58.95259463,60.07668853,59.06604797,0.015658597,0.022772899,0.139736328,0,8.111111111,10.14828332,24,1,9,0.002937337,0.079335129,0.03719959,0,0.159591641,0.166666667,0.150793651,0.00073412,0.0071508,0.042436,0.063783,0.12899,0.18496,0.1287,0.12364,0.14888,0.12293,0.047791,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Lookalike,3251,135.5520833,40.15986018,35.90369521,39.20638905,56.26399388,0.299231972,0.446499623,3.461791667,0.041708333,453,45.84220034,37.96270898,41.67375155,0.011360452,0.018899446,0.173434628,0,3.125,5.834970008,26,1,32,0.009843125,0.140968832,0.049814351,0,0.265899769,0.149253731,0.149253731,0.0031219,0.027581,0.050374,0.061123,0.082743,0.11396,0.12471,0.16032,0.17351,0.14743,0.055119,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Lords-of-Salem,2404,100.225125,79.27848568,71.22686977,81.80438999,87.45260861,0.801571078,1.194885284,7.132125,0.041708333,119,74.33881765,74.45631416,68.82407284,0.014683712,0.015478952,0.06149052,0,36,47.02658822,117,1,4,0.001663894,0.059886366,0.036980613,0,0.147477913,0.02020202,0.03030303,0.0003579,0.00093572,0.012334,0.056495,0.1108,0.22746,0.24329,0.19649,0.10803,0.037389,0.0064196,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Love-Punch,2834,118.1597083,70.84950819,68.36404916,72.83979343,67.18013293,0.558971491,0.615317485,5.046708333,0.041708333,209,36.26114665,24.93825322,28.33898187,0.036525571,0.032006185,0.17922309,0,28,4,32,24,2,0.000705716,0.122342815,0.043398246,0,0.22537446,0.076923077,0.085470085,0.002852,0.0062978,0.030341,0.061877,0.10495,0.12363,0.14726,0.15871,0.16472,0.16086,0.038505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Lovers,2782,115.990875,48.46370083,40.65748873,52.09441729,50.27854823,0.526447581,0.628947806,4.879875,0.041708333,217,21.7470729,23.52299504,27.10533024,0.019884304,0.024156283,0.136161402,0,7,8.027729719,24,1,9,0.003235083,0.08684128,0.038119188,0,0.176883398,0.07826087,0.086956522,0.0016306,0.019224,0.048472,0.063414,0.090818,0.13896,0.18085,0.1527,0.13541,0.14385,0.024682,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The-Man-from-UNCLE,3673,153.153,41.85704466,38.00747429,43.50488732,43.50212056,0.456271526,0.629710216,5.171833333,0.041708333,331,23.7325371,27.29960447,26.1778104,0.018130186,0.024776782,0.157148075,0,25,12,37,13,2,0.000544514,0.06419703,0.024502582,0,0.115094819,0.085526316,0.046052632,0.0012705,0.012333,0.045196,0.074991,0.093142,0.12246,0.12753,0.1254,0.11793,0.16981,0.10994,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The-Martian,4745,197.8643333,37.85233103,37.38408998,37.691786,39.93989606,0.430422485,0.789835072,8.383375,0.041708333,444,30.17622753,29.61585305,32.8297279,0.03075621,0.030460124,0.181335311,0,4.193548387,5.88831185,25,1,31,0.006533193,0.127970049,0.077444552,0,0.3574938,0.12244898,0.096938776,0.0067524,0.021021,0.068265,0.10407,0.094067,0.14365,0.15163,0.13785,0.11417,0.1166,0.041919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Matrix-Reloaded,2333,77.81106667,39.65212079,35.10403009,41.82018673,40.44804019,0.231262062,1.104526391,16.5165,0.033366667,333,41.52893615,41.8843486,43.0245535,0.026842184,0.030530825,0.147069596,0,32.375,93.34939408,393,1,16,0.006858123,0.062467814,0.031399058,0,0.121480144,0.052631579,0.052631579,0.00086828,0.031101,0.056976,0.052683,0.073734,0.10083,0.089028,0.126,0.17438,0.20811,0.086299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Monuments-Men,2448,102.0602917,36.72898424,28.43693062,38.8003164,47.83684166,0.512109536,0.657839565,4.045708333,0.041708333,194,19.68131639,20.77316378,23.02397097,0.019268204,0.018990931,0.110126693,0,5.833333333,9.564111157,30,1,12,0.004901961,0.148139105,0.07242831,0,0.294671202,0.079207921,0.04950495,0.0029278,0.012948,0.097676,0.086997,0.10176,0.11075,0.10236,0.11636,0.16031,0.1668,0.041117,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Mortal-Instruments-City-of-Bones,3682,153.528375,56.79734056,63.27512281,54.83188556,49.98324147,0.257697917,0.455232037,3.586916667,0.041708333,588,35.57841879,32.55878535,31.85520171,0.022853941,0.022343023,0.109902057,0,3.511111111,9.453094078,48,1,45,0.012221619,0.080343943,0.041093995,0,0.188665046,0.151315789,0.111842105,0.0011935,0.026632,0.097992,0.078018,0.089529,0.10681,0.11655,0.12827,0.13731,0.15632,0.061385,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The-Nice-Guys,4368,182.1402917,38.57852755,33.54210239,38.86123601,50.36182115,0.592726348,0.717395185,7.465791667,0.041708333,303,16.8155562,18.81801556,21.95996645,0.017965494,0.016851159,0.135087998,0,16.25,9.390819986,24,1,4,0.000915751,0.075432258,0.034596741,0,0.187318846,0.149171271,0.154696133,0.0017371,0.012122,0.057828,0.075471,0.086828,0.10929,0.12861,0.13287,0.146,0.18147,0.067763,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Normal-Heart,2700,90.05663333,97.88877949,95.8043558,98.84912895,98.4949022,0.24052549,0.419801736,3.3033,0.033366667,374,78.49159745,78.48712391,75.37743647,0.013108688,0.019265763,0.145365668,0,7.066666667,7.433856484,21,1,15,0.005555556,0.04981059,0.014753658,0.022888211,0.112113462,0.191011236,0.179775281,0.003769,0.032403,0.053192,0.061972,0.11709,0.19533,0.17771,0.13398,0.10343,0.092579,0.028556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Numbers-Station,3553,148.148,40.17771193,35.30721565,43.76202262,34.52699909,0.222444444,0.401176604,5.005,0.041708333,663,26.79666674,39.31688803,30.74233701,0.011383231,0.012501725,0.064194878,0,2,0,2,2,1,0.000281452,0.068416691,0.042156234,0,0.210514905,0.115646259,0.095238095,0.00078997,0.0048926,0.044611,0.077212,0.073701,0.095942,0.12794,0.16415,0.19997,0.19258,0.018215,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Nut-Job,2425,101.101,111.9552258,99.76008958,115.7150046,124.6686611,0.548854167,0.856845954,5.046708333,0.041708333,182,71.69197906,60.62590844,65.97675255,0.033534949,0.03580306,0.211117622,0,29,0,29,29,1,0.000412371,0.089400852,0.05888927,0,0.259723493,0.07,0.08,0.0049276,0.022222,0.054055,0.057806,0.065347,0.10518,0.16392,0.18915,0.13034,0.15554,0.051503,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
The-One-I-Love,2809,117.117,62.89474451,49.17656244,68.99895736,67.48668448,0.993987094,0.957273979,5.046708333,0.041708333,113,27.59656968,33.43696267,34.50559997,0.042652453,0.040297784,0.227099609,0,26.8,16.43654465,49,2,5,0.001779993,0.098086039,0.051549968,0,0.268066037,0.129310345,0.112068966,0.0037088,0.016413,0.038036,0.049597,0.1189,0.19701,0.17267,0.16427,0.12874,0.097371,0.013276,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Other-Side-of-the-Door,3649,152.152,30.18098121,27.52221668,31.67761469,29.47220017,0.635179332,1.103596302,6.5065,0.041708333,227,22.84092484,28.43714225,29.88662631,0.010618239,0.028680588,0.276791031,0,8.023255814,10.85954381,47,1,43,0.01178405,0.120652016,0.080986641,0,0.430472663,0.105960265,0.112582781,0.0044684,0.024942,0.084068,0.078095,0.079622,0.10802,0.16337,0.16986,0.14594,0.11175,0.029861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Other-Woman-2014,3464,144.4359583,91.06704869,85.05357892,93.31207862,95.35389297,0.919177282,0.702248678,4.337666667,0.041708333,157,54.9680044,53.12914957,55.62914077,0.033789277,0.029290892,0.202860754,0,10.5,14.7732867,36,1,4,0.001154734,0.1018335,0.037787497,0,0.205956056,0.160839161,0.146853147,0.0012537,0.0055265,0.029505,0.050736,0.086059,0.11369,0.18428,0.18509,0.16097,0.13615,0.046741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Peanuts-Movie,1437,59.89316667,124.3797184,142.6663782,124.9921504,73.38899678,0.450244877,1.676874826,14.59791667,0.041708333,122,63.23673983,59.03004698,41.04876626,0.019097966,0.015882639,0.068830295,0,14,0,14,14,1,0.000695894,0.108913472,0.050574554,0,0.210411827,0.051724138,0.086206897,0.010667,0.014864,0.037782,0.049406,0.084366,0.1739,0.19303,0.17279,0.12536,0.099068,0.038769,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The-Penguins-of-Madagascar,4088,136.3695667,94.65346775,91.3182959,95.58596525,98.67953952,0.354587037,0.760819784,7.841166667,0.033366667,378,58.30190568,55.84397994,62.63572395,0.017049326,0.01545039,0.118068576,0,35,24.46425965,70,1,4,0.000978474,0.049782538,0.021500195,0,0.105266804,0.125925926,0.088888889,0.0024989,0.014512,0.041226,0.05725,0.075509,0.13398,0.14597,0.16535,0.14766,0.15048,0.065555,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The-Pirate-Fairy,2161,90.09,55.10308323,49.83064614,58.39325872,52.03386166,0.281037855,0.478420179,5.046708333,0.041708333,317,41.05254636,41.60668978,42.26438055,0.024026931,0.020770428,0.209973958,0.000492622,25,0,25,25,1,0.000462749,0.182734061,0.081345707,0,0.331524644,0.168539326,0.101123596,0.00067254,0.0081679,0.053164,0.059875,0.074883,0.11637,0.15004,0.14006,0.17626,0.18433,0.036181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The-Power-of-Few,3436,143.268125,69.52742069,62.35319718,73.37680633,68.57776088,0.352813172,0.616187816,5.088416667,0.041708333,403,40.6752257,45.72654202,40.95823724,0.030081534,0.025116237,0.13538737,0,0,0,0,0,0,0,0.056673397,0.03135177,0,0.141932114,0.098591549,0.091549296,0.011722,0.022846,0.074717,0.080591,0.085605,0.11722,0.14948,0.13993,0.14416,0.13665,0.037079,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Prince,2305,96.096,54.11059935,42.95653946,58.26822827,61.99508523,0.264767265,0.476084163,4.045708333,0.041708333,362,33.48647319,34.53092306,36.6359336,0.022818488,0.019799981,0.154925397,0,6,0,6,6,1,0.000433839,0.159228385,0.054714378,0,0.240568955,0.084210526,0.052631579,0.0092374,0.030941,0.058695,0.075622,0.078569,0.10884,0.11584,0.1267,0.18488,0.17294,0.037727,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Protector-2,2264,94.38595833,49.18509901,42.42527755,52.04206319,52.24116193,0.367196895,0.544450763,5.130125,0.041708333,255,38.95629892,38.10354679,40.47781846,0.024533718,0.025499603,0.152056207,0,3.75862069,6.901549913,36,1,29,0.012809187,0.119077656,0.058728662,0,0.24258245,0.107526882,0.086021505,0.0064896,0.02898,0.055734,0.055646,0.066054,0.09719,0.12949,0.14512,0.17502,0.17588,0.064399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Purge,3565,148.6485,29.41471955,23.03036624,32.75667576,28.97170531,0.43062343,0.71240676,5.046708333,0.041708333,345,23.50118657,27.92807907,30.99247157,0.015549284,0.03380552,0.314671415,0,0,0,0,0,0,0,0.131479631,0.078473951,0,0.315004616,0.074829932,0.040816327,0.0022654,0.029063,0.066875,0.06877,0.084351,0.13947,0.14329,0.15137,0.15079,0.12133,0.042429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Purge-Anarchy,3630,151.3595417,45.0671575,36.23139474,50.55584756,40.01150087,0.23340878,0.418785792,4.963291667,0.041708333,634,22.93188333,29.27872035,28.22820359,0.019587465,0.019216795,0.166494294,0,5.755555556,10.50323877,47,1,45,0.012396694,0.167961185,0.065803313,0,0.281465322,0.093333333,0.066666667,0.0069989,0.03777,0.083439,0.087942,0.091683,0.11044,0.13127,0.12664,0.13946,0.13463,0.049725,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Pyramid,3480,145.1032917,40.86856552,32.13182998,44.93684445,42.86345481,0.400190293,0.840180669,8.299958333,0.041708333,358,37.26157973,45.53696934,45.45638281,0.02051836,0.032757945,0.347953527,0,4.923076923,8.331696092,37,1,52,0.014942529,0.125770955,0.070239742,0,0.319523948,0.097222222,0.055555556,0.0081376,0.029019,0.070517,0.074586,0.071556,0.10188,0.14436,0.14533,0.1546,0.14557,0.054441,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Quiet-Ones,4021,134.134,48.46183385,42.98545156,50.73331628,51.16689228,0.220887333,0.451526663,4.971633333,0.033366667,600,43.55784567,46.86399175,48.27799229,0.008505461,0.013859012,0.27640625,0,5.044444444,9.084677101,48,1,45,0.011191246,0.170359715,0.09203642,0,0.360574229,0.105263158,0.067669173,0.0014125,0.0079372,0.057755,0.086421,0.089774,0.10492,0.14546,0.14822,0.15682,0.13762,0.063655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Raid-2,2281,95.095,44.9517425,44.47924949,45.89918848,41.35150161,0.418572917,0.79068116,5.839166667,0.041708333,224,32.47793879,25.400306,21.0551737,0.021453016,0.017282525,0.124750065,0,1,0,1,1,1,0.000438404,0.120594521,0.054135655,0,0.19644624,0.021276596,0.021276596,0.0078741,0.032383,0.087144,0.069984,0.06754,0.083331,0.10772,0.11654,0.13475,0.20628,0.086452,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Railway-Man,2262,94.20833333,62.14814219,54.34693675,65.31118733,66.36996349,0.736935028,0.646947489,2.833333333,0.041666667,118,31.6194848,35.08771689,35.86850919,0.043266821,0.057768281,0.275393296,0,3.909090909,2.968150494,12,1,11,0.004862953,0.085616995,0.034525434,0,0.159823494,0.096774194,0.107526882,0.0061433,0.029017,0.061903,0.076187,0.10804,0.14264,0.15578,0.14805,0.11327,0.12364,0.035331,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Reluctant-Fundamentalist,3471,144.7279167,42.22108166,35.68740366,44.31424158,48.61102542,0.441955275,0.714898642,7.090416667,0.041708333,327,16.82288186,21.06975204,20.46284865,0.020085022,0.026224943,0.141548909,0,5.761904762,8.546259343,38,2,21,0.00605013,0.084008376,0.045228248,0,0.269897517,0.097902098,0.055944056,0.0059149,0.016132,0.068014,0.085585,0.11116,0.13889,0.10884,0.11639,0.16471,0.16683,0.017528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
