title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,avg_shot_length,num_shots,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url,mean_volume,std_dev_volume,min_volume,max_volume,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
A-Resurrection,721,30.03,84.7652577481,78.82774217210894,87.2763389633816,87.47749685406816,0.230358333333,130,A Resurrection,http://www.movie-list.com/trailers/resurrection,Horror,22-Mar-13,http://www.imdb.com/title/tt1817276/,0.114529587538,0.02927964132,0.0583367953953,0.17902678476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hateship-Loveship,3392,141.432958333,125.699340165,103.75555332458129,135.0069457574466,135.41866768607235,1.02558924129,134,Hateship Loveship,http://www.movie-list.com/trailers/hateshiploveship,"Drama, Romance",11-Apr-14,http://imdb.com/title/tt2463512/,0.0666865784353,0.036218407766,0.0,0.149385917025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riddick,525,21.8551666667,69.7330714565,52.5315862690154,74.05187355514238,92.6572854722901,0.187327945402,116,Riddick,http://www.movie-list.com/trailers/riddick,,6-Sep-13,http://imdb.com/title/tt1411250/,0.339484775935,0.0875988452543,0.144656604986,0.519678031052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spring-Breakers,3990,132.966666667,91.3082394993,74.95490343210726,95.531404745689,112.52003752380125,0.287826086957,460,Spring Breakers,http://www.movie-list.com/trailers/springbreakers,"Comedy, Crime, Drama",22-Mar-13,http://www.imdb.com/title/tt2101441/,0.0366552016648,0.0176101086802,0.0,0.105057089206,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop-2014,3339,139.222416667,100.086109672,99.51982242925236,100.61774260706605,98.9212266421086,0.262447720126,530,RoboCop (2014),http://www.movie-list.com/trailers/robocop2013,,12-Feb-14,http://imdb.com/title/tt1234721/,0.0836733547948,0.0366837275445,0.0,0.179364656057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frozen-Fever,948,39.4977916667,147.724913037,171.9795965700771,137.21722638584603,138.36578714080946,0.330963348765,108,Frozen Fever,http://www.movie-list.com/trailers/frozenfever,"Animation, Short, Adventure",13-Mar-15,http://imdb.com/title/tt4007502/,0.103746822931,0.0420049751383,0.00617503865497,0.193174098423,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
blackhat,3649,152.152,94.0731355653,80.52581324629992,104.27806406082964,77.12935423055372,0.415487932605,366,blackhat,http://www.movie-list.com/trailers/blackhat,"Action, Crime, Drama, Thriller",16-Jan-15,http://imdb.com/title/tt2717822/,0.145260063013,0.0652406547439,0.0,0.317326442423,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainwreck,3725,155.321833333,175.028637061,163.88544691556552,178.02719897067223,188.95887001820137,0.908314814815,171,Trainwreck,http://www.movie-list.com/trailers/trainwreck,Comedy,17-Jul-15,http://imdb.com/title/tt3152624/,0.157454798559,0.073010739014,0.0,0.375765419755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getaway,3350,139.681208333,93.4000047261,93.2740789973918,92.7438224520446,97.19086609146653,0.199561115125,692,Getaway,http://www.movie-list.com/trailers/getaway,"Action, Crime",30-Aug-13,http://imdb.com/title/tt2167202/,0.127748833807,0.0716874006735,0.0,0.295618264676,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birdman,2545,106.106,77.780350247,78.28460653930357,78.0060134219676,75.3644866111341,0.60599754902,170,Birdman,http://www.movie-list.com/trailers/birdman,Comedy,17-Oct-14,http://imdb.com/title/tt2562232/,0.0914393434457,0.0520623079707,0.0,0.290213199705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Boss,3913,163.163,133.548910205,121.84647897693678,134.55662848472792,159.1601466521139,0.499596104231,323,The Boss,http://www.movie-list.com/trailers/boss,Comedy,8-Apr-16,http://imdb.com/title/tt2702724/,0.104186491676,0.0721278931877,0.0,0.420138601879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concrete-Night,1604,66.7916666667,40.3005746282,37.940633750934744,39.37371104067726,51.29605981698131,1.67939814815,36,Concrete Night,http://www.movie-list.com/trailers/concretenight,Drama,TBA 2014,http://imdb.com/title/tt2405182/,0.0713184009095,0.0552221746409,0.0,0.252167633809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2938,122.497375,198.533249655,188.2424252174833,205.44643486018717,190.09238153449758,1.58875822368,76,Nebraska,http://www.movie-list.com/trailers/nebraska,"Adventure, Drama",15-Nov-13,http://imdb.com/title/tt1821549/,0.0571687396594,0.0266201269971,0.0,0.107588664729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elysium,3167,132.048583333,118.908024001,108.99271368782385,124.01032989815003,118.73717745340768,0.20826127451,595,Elysium,http://www.movie-list.com/trailers/elysium,,9-Aug-13,http://imdb.com/title/tt1535108/,0.102781481474,0.0614650478486,0.0,0.308067795735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood-Ties,2035,84.83475,108.812590227,86.64378992954826,122.57408968504298,96.173427822707,0.226739611563,369,Blood Ties,http://www.movie-list.com/trailers/bloodties,"Crime, Drama, Thriller",21-Mar-14,http://imdb.com/title/tt1747958/,0.120905546675,0.0578759681668,0.0,0.277225008396,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cake,4459,148.6,155.681332395,137.39748315854683,163.803814651937,161.93320595213584,0.714262820513,208,Cake,http://www.movie-list.com/trailers/cake,Drama,23-Jan-15,http://imdb.com/title/tt3442006/,0.0455143052013,0.0216493677945,0.0,0.116809224785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinemanovels,2373,98.9321666667,68.4251292191,56.517168321730125,69.67367424609527,93.27807741514415,1.47099689055,67,Cinemanovels,http://www.movie-list.com/trailers/cinemanovels,"Comedy, Drama, Romance ",TBA 2014,http://imdb.com/title/tt2338062/,0.0909714633392,0.0622925000589,0.0,0.196993587649,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little-Accidents,3167,132.048583333,117.692011563,111.54789597850186,121.30496678951754,115.30113990915602,0.429390710383,305,Little Accidents,http://www.movie-list.com/trailers/littleaccidents,Drama,22-Jan-15,http://imdb.com/title/tt3125220/,0.0665991527801,0.0187441766601,0.0,0.127619020807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad-Max-Fury-Road,3912,163.121291667,109.932580365,79.37050148389326,114.34878583305772,167.4210542801647,0.39853490991,407,Mad Max: Fury Road,http://www.movie-list.com/trailers/madmaxfuryroad,,15-May-15,http://imdb.com/title/tt1392190/,0.0848843951136,0.0468086766963,0.0,0.181566138938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Theory-of-Everything,3379,135.12,119.408572878,108.46689639672402,123.24602438675517,128.44211605454575,0.361176470588,374,The Theory of Everything,http://www.movie-list.com/trailers/theoryofeverything,"Biography, Drama, Romance",7-Nov-14,http://imdb.com/title/tt2980516/,0.0718940686685,0.0364327083656,0.013954711182,0.198195040297,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boyhood,2534,105.647208333,118.621665091,108.86903897762967,122.59970949650246,123.81298127785111,0.596713541667,176,Boyhood,http://www.movie-list.com/trailers/boyhood,Drama,11-Jul-14,http://imdb.com/title/tt1065073/,0.185194368427,0.0840824318535,0.0,0.35820181619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antboy,2459,98.32,144.732596789,122.53810347704074,152.52912651185133,162.90667015193148,0.481990049751,201,Antboy,http://www.movie-list.com/trailers/antboy,"Adventure, Comedy, Family",16-Apr-14,http://imdb.com/title/tt2436046/,0.156331630699,0.0647367619416,0.0,0.304262790331,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Fury,3600,150.108291667,105.804406715,111.77591469677856,105.1944892080089,93.38088286463025,0.274515257125,538,Fury,http://www.movie-list.com/trailers/fury,"Action, Drama, War",17-Oct-14,http://imdb.com/title/tt2713180/,0.0898263928618,0.0484163549922,0.0,0.292065665848,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Blended,3649,152.152,189.584926233,166.3525583403142,190.99498452341928,243.40430376845376,0.762182741117,197,Blended,http://www.movie-list.com/trailers/blended,"Comedy, Romance",23-May-14,http://imdb.com/title/tt1086772/,0.0551209206368,0.0231921447056,0.0,0.117924292364,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two-Days-One-Night,2795,116.533083333,142.558079462,135.83061373968096,145.21908594684925,146.62022425085442,0.760018518519,153,"Two Days, One Night",http://www.movie-list.com/trailers/twodaysonenight,Drama,24-Dec-14,http://imdb.com/title/tt2737050/,0.0940580522601,0.0529815314175,0.0,0.210441385426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumiko-the-Treasure-Hunter,1435,59.80975,122.084672947,118.59493656289105,123.41704213890749,124.48107607622022,0.9009,65,"Kumiko, the Treasure Hunter",http://www.movie-list.com/trailers/kumiko,Drama,13-Mar-15,http://imdb.com/title/tt3263614/,0.118329337042,0.0788634503424,0.0,0.267611756363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Internship,3630,151.359541667,181.647738786,161.42872310141655,190.52090689194475,189.1308868912313,0.638703036723,236,The Internship,http://www.movie-list.com/trailers/internship,Comedy,7-Jun-13,http://imdb.com/title/tt2234155/,0.0562198793223,0.0258622010477,0.0,0.161120361431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Horns,3073,128.128,100.727751286,92.38404062351002,101.24486513431745,120.03005008493876,0.399584253417,317,Horns,http://www.movie-list.com/trailers/horns,"Fantasy, Thriller, Drama, Horror",31-Oct-14,http://imdb.com/title/tt1528071/,0.0840293156618,0.0481707895433,0.0,0.209633335796,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Maleficent,2053,85.5855,72.6777887586,77.67820014371787,75.52141751132436,44.988619794001266,0.801114779874,106,Maleficent,http://www.movie-list.com/trailers/maleficent,"Action, Adventure, Drama",30-May-14,http://imdb.com/title/tt1587310/,0.141321971828,0.107954695058,0.0,0.464549689714,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nightcrawler,2235,93.1764166667,56.3383194171,48.5003693337446,60.3943551196452,56.053268140726786,0.448035307018,190,Nightcrawler,http://www.movie-list.com/trailers/nightcrawler,"Crime, Drama, Thriller",31-Oct-14,http://imdb.com/title/tt2872718/,0.127310627095,0.0672919813696,0.0,0.410230266979,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regression,1482,59.24,52.7005551451,60.53361795122728,51.85999197837243,36.53720568597612,0.44380952381,105,Regression,http://www.movie-list.com/trailers/regression,Thriller,5-Feb-16,http://imdb.com/title/tt3319920/,0.193792622467,0.0951494668159,0.0,0.432409688585,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maps-to-the-Stars,3049,127.0,130.133208412,124.0175854998062,134.57418377582889,123.4149669256888,0.638678451178,198,Maps to the Stars,http://www.movie-list.com/trailers/mapstothestars,"Drama, Thriller",27-Feb-15,http://imdb.com/title/tt2172584/,0.132782297908,0.0587173716908,0.0,0.302553858557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effie-Gray,2991,124.583333333,75.6365325536,76.3977923437297,74.71849047793961,78.4340220304721,1.21364379085,102,Effie Gray,http://www.movie-list.com/trailers/effiegray,Drama,3-Apr-15,http://imdb.com/title/tt1605798/,0.0669978758867,0.0350014205515,0.0,0.190212395527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawn-Sacrifice,3640,151.776625,99.1636433385,82.67054070622473,107.36138696178593,100.28319802533727,0.390958333333,364,Pawn Sacrifice,http://www.movie-list.com/trailers/pawnsacrifice,"Biography, Drama",18-Sep-15,http://imdb.com/title/tt1596345/,0.109067995876,0.039457771289,0.0,0.230031656272,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clouds-of-Sils-Maria,2733,109.28,121.460058567,109.77030095386895,125.541313949016,131.2014414382678,0.469482758621,232,Clouds of Sils Maria,http://www.movie-list.com/trailers/cloudsofsilsmaria,Drama,10-Apr-15,http://imdb.com/title/tt2452254/,0.154068124427,0.0393892977596,0.0141363812382,0.267240873381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Partisan,3001,125.125,83.7778043628,74.60228556332304,88.0381922488054,85.97159963044024,0.627977777778,195,Partisan,http://www.movie-list.com/trailers/partisan,"Drama, Thriller",2-Oct-15,http://imdb.com/title/tt3155242/,0.0629944305373,0.0326793617309,0.00365676377025,0.224888346466,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little-Boy,3277,136.6365,127.582077556,99.20408939265266,139.0574550374871,143.01095727638508,0.445161492375,306,Little Boy,http://www.movie-list.com/trailers/littleboy,"Drama, Comedy, War",27-Feb-15,http://imdb.com/title/tt1810683/,0.112282379317,0.0652975502717,0.0,0.378557246449,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Slow-West,3504,146.104291667,134.133655195,108.48398996590231,143.94591085781403,150.9784291281542,0.577410166667,250,Slow West,http://www.movie-list.com/trailers/slowwest,"Action, Thriller, Western",16-Apr-15,http://imdb.com/title/tt3205376/,0.0860201429126,0.0510119967675,0.0,0.276059313744,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mystery-Road,3223,134.25,107.155927005,92.99704311709768,110.24383622976063,128.47349956282503,0.725675675676,185,Mystery Road,http://www.movie-list.com/trailers/mysteryroad,"Action, Crime, Drama",14-Oct-14,http://imdb.com/title/tt2236054/,0.195091173216,0.0877204621513,0.0,0.38471357531,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonewall,3410,142.183708333,69.1121525792,47.18553718497035,79.15481797750762,74.95190668251644,0.421167532146,337,Stonewall,http://www.movie-list.com/trailers/stonewall,"Drama, History",25-Sep-15,http://imdb.com/title/tt3018070/,0.123029685545,0.0765766156294,0.0,0.308415972681,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Diary-of-a-Teenage-Girl,2596,108.233125,100.476173618,82.28019153870717,106.0436449252471,119.60530522745192,0.884837121212,121,The Diary of a Teenage Girl,http://www.movie-list.com/trailers/diaryofateenagegirl,Drama,7-Aug-15,http://imdb.com/title/tt3172532/,0.0623317386646,0.0292149292985,0.0,0.142420170448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Hangover-Part-III,2848,118.743625,135.968555268,123.03191838652093,142.78648305549606,134.90043253004842,0.587515862944,197,The Hangover Part III,http://www.movie-list.com/trailers/hangover3,Comedy,24-May-13,http://www.imdb.com/title/tt1951261/,0.0744374267932,0.048262092979,0.0,0.18889632936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas-Eve,3278,136.678208333,85.2293867034,90.25563585270321,82.78216098058138,84.72674255657762,0.480603798587,283,Christmas Eve,http://www.movie-list.com/trailers/christmaseve,Comedy,4-Dec-15,http://imdb.com/title/tt3703148/,0.0933762996489,0.0444290453322,0.0,0.292861834093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drinking-Buddies,3603,150.233416667,112.772660027,103.02452989668502,115.14204366002433,126.23024923095574,0.81866848816,183,Drinking Buddies,http://www.movie-list.com/trailers/drinkingbuddies,"Comedy, Drama, Romance ",23-Aug-13,http://www.imdb.com/title/tt2265398/,0.0841007513077,0.0355342324896,0.0,0.244564005302,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maze-Runner-The-Scorch-Trials,2820,117.575791667,75.9187172995,67.91847844360964,80.97498481677532,70.92603513420731,0.250342685185,450,Maze Runner: The Scorch Trials,http://www.movie-list.com/trailers/mazerunner2,,18-Sep-15,http://imdb.com/title/tt4046784/,0.124451867904,0.0738241089451,0.0,0.333786100696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Confirmation,3103,129.37925,126.858465739,117.24786863726075,130.18279492830166,135.05067702317135,0.760809068627,170,The Confirmation,http://www.movie-list.com/trailers/confirmation,Comedy,18-Mar-16,http://imdb.com/title/tt4210080/,0.0796667208766,0.0316101917834,0.0,0.178075963497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boychoir,2907,121.083333333,94.6464351153,90.81401849205757,95.92460521760218,98.1963309235973,0.369358974359,325,Boychoir,http://www.movie-list.com/trailers/boychoir,Drama,3-Apr-15,http://imdb.com/title/tt3302706/,0.0701112433706,0.0376835578993,0.0,0.201215707475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Match,3333,133.28,93.9090711961,84.01177930480547,95.49691121218173,111.76546912562553,1.38666666667,96,Match,http://www.movie-list.com/trailers/match,"Comedy, Drama, Family",14-Jan-15,http://imdb.com/title/tt2637378/,0.0789618658804,0.0345373819744,0.0,0.215947454676,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Body,2599,108.25,56.3711714534,49.61223895126649,56.760692748676206,72.13637357355464,0.54864990689,179,Body,http://www.movie-list.com/trailers/body2015,"Drama, Thriller",11-Dec-15,http://imdb.com/title/tt3732950/,0.116775710035,0.0610905098167,0.0,0.278867040522,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3601,150.15,70.215603466,51.960440079949024,74.00454453272084,98.63123057393447,0.29877124834,502,1,http://www.movie-list.com/trailers/plusone,"Supernatural, Thriller",20-Sep-13,http://imdb.com/title/tt2395385/,0.0815629103902,0.047348181544,0.0,0.248045770938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A-Walk-in-the-Woods,3608,150.441958333,144.377721598,135.22440354645906,147.51390500515168,152.35513280831654,0.625103645833,240,A Walk in the Woods,http://www.movie-list.com/trailers/walkinthewoods,"Adventure, Comedy, Drama",2-Sep-15,http://imdb.com/title/tt1178665/,0.0824206938864,0.0382151132273,0.0,0.288535452047,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Captain-Phillips,3788,151.48,113.461284341,110.19302499256197,113.95018312584061,119.61255855760145,0.479113924051,316,Captain Phillips,http://www.movie-list.com/trailers/captainphillips,"Action, Biography, Drama ",11-Oct-13,http://imdb.com/title/tt1535109/,0.0913348986548,0.048672988518,0.0,0.199816411454,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonie,3415,142.39225,74.3024013759,48.4153478418976,82.50120874951037,100.02495061403965,0.496270833333,286,Leonie,http://www.movie-list.com/trailers/leonie,"Biography, Drama",22-Mar-13,http://www.imdb.com/title/tt1426328/,0.0455669989035,0.0263249556316,0.00178480039067,0.13711387473,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gods-Pocket,3427,142.89275,103.364926807,80.82633705202788,114.19369589840493,106.79153657552156,0.655903645833,208,God's Pocket,http://www.movie-list.com/trailers/godspocket,"Comedy, Drama",9-May-14,http://imdb.com/title/tt2920808/,0.093158633681,0.050470268404,0.0,0.25027272088,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty-Shades-of-Grey,3625,144.96,73.5931003517,76.0436862246672,72.8494150847392,71.06171828391044,0.344516129032,372,Fifty Shades of Grey,http://www.movie-list.com/trailers/fiftyshadesofgrey,"Drama, Romance",13-Feb-15,http://imdb.com/title/tt2322441/,0.052864411469,0.0500317457163,0.0,0.269915814149,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starry-Eyes,2830,117.992875,92.6102483045,90.53176995308219,96.81725464574977,76.4787174425134,0.7596875,154,Starry Eyes,http://www.movie-list.com/trailers/starryeyes,Horror,14-Nov-14,http://imdb.com/title/tt2793490/,0.113393662916,0.0746734133065,0.0,0.373804757703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hello-My-Name-Is-Doris,3609,150.483666667,163.628014564,152.12225922995165,164.73029795994802,188.2630384015002,0.739860632184,203,"Hello, My Name Is Doris",http://www.movie-list.com/trailers/hellomynameisdoris,Drama,11-Mar-16,http://imdb.com/title/tt3766394/,0.0680837314036,0.0262616515269,0.0,0.132095285209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Eternal-Return-of-Antonis-Paraskevas,2375,98.9166666667,85.262568349,83.50975589824179,85.75173097429268,87.41435288708034,1.48974358974,65,The Eternal Return of Antonis Paraskevas,http://www.movie-list.com/trailers/eternalreturnofantonisparaskevas,Comedy,TBA 2014,,0.0661476295521,0.0554072202512,0.0,0.205962774215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beloved-Sisters,3598,143.88,176.251305826,158.90226603005235,181.55569055147484,194.58094873582618,0.585739130435,230,Beloved Sisters,http://www.movie-list.com/trailers/belovedsisters,"Drama, History, Romance",24-Dec-14,http://imdb.com/title/tt2790236/,0.122218626094,0.0498854988669,0.00507758950948,0.242285772848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight-Outta-Compton,3504,146.104291667,127.625441593,114.371879500272,130.9819488328199,145.20423548645516,0.286,504,Straight Outta Compton,http://www.movie-list.com/trailers/straightouttacompton,"Biography, Drama, Music",14-Aug-15,http://imdb.com/title/tt1398426/,0.123098477148,0.0821790375619,0.0,0.443246658393,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The-Brothers-Grimsby,1945,81.081,123.511569093,104.58133496725694,128.9680230911578,145.1577062882353,0.204316666667,385,The Brothers Grimsby,http://www.movie-list.com/trailers/brothersgrimsby,Comedy,11-Mar-16,http://imdb.com/title/tt3381008/,0.095203497606,0.0422735863187,0.0,0.159473198578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodnight-Mommy,3439,143.39325,82.2531785392,75.79823803201879,87.1731468049465,73.91621067456822,0.929817777778,150,Goodnight Mommy,http://www.movie-list.com/trailers/goodnightmommy,"Drama, Fantasy, Horror",11-Sep-15,http://imdb.com/title/tt3086442/,0.100090966317,0.0914500034172,0.0,0.39177201723,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Grand-Piano,3136,130.755625,70.8561913706,56.42943702318509,78.35355826639355,70.13942054399936,0.563425181159,230,Grand Piano,http://www.movie-list.com/trailers/grandpiano,Thriller,7-Mar-14,http://imdb.com/title/tt2039345/,0.0811211441683,0.0629688417504,0.0,0.246965459705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood,3234,134.843041667,81.2168447104,84.05355781646567,82.60894899514953,66.68230893755543,0.483996702638,278,Blood,http://www.movie-list.com/trailers/blood,"Crime, Drama, Thriller",9-Aug-13,http://www.imdb.com/title/tt2078552/,0.0364070405223,0.0163288327795,0.00183769469405,0.110893049609,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-SpongeBob-Movie-Sponge-Out-of-Water,3673,153.153,231.583312243,216.1105609472971,240.1418138367789,228.28614783574665,0.251709791667,600,The SpongeBob Movie: Sponge Out of Water,http://www.movie-list.com/trailers/spongebobmovie2,"Animation, Adventure, Comedy",6-Feb-15,http://imdb.com/title/tt2279373/,0.0767115657182,0.0323372266077,0.0,0.174644872299,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Oz-the-Great-and-Powerful,2627,109.526083333,78.4803532897,65.71340377788141,87.39325064634754,66.12963834277525,0.644134615385,169,Oz the Great and Powerful,http://www.movie-list.com/trailers/ozthegreatandpowerful,"Adventure, Fantasy",8-Mar-13,http://www.imdb.com/title/tt1623205/,0.0900828991052,0.0604823086028,0.0,0.251125547853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Survivor,3003,125.083333333,99.0238270288,96.49652662856897,101.9384967068577,90.72910221583656,0.234004369538,534,Survivor,http://www.movie-list.com/trailers/survivor,"Action, Thriller",29-May-15,http://imdb.com/title/tt3247714/,0.12969858678,0.0972680669596,0.0,0.674033499307,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Secret-Life-of-Walter-Mitty,2885,120.286833333,171.358622182,164.84571002688952,179.06274446170696,148.91586365208207,0.735559927984,162,The Secret Life of Walter Mitty,http://www.movie-list.com/trailers/secretlifeofwaltermitty,"Adventure, Comedy, Drama",25-Dec-13,http://imdb.com/title/tt0359950/,0.0845257777714,0.0560187836622,0.0,0.256460357917,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The-Smurfs-2,2233,93.093,115.794025917,104.47529464647523,120.51448620333697,121.26628900137572,0.386960648148,234,The Smurfs 2,http://www.movie-list.com/trailers/smurfs2,"Animation, Comedy, Family",31-Jul-13,http://imdb.com/title/tt2017020/,0.0936213530834,0.0553198145381,0.0,0.222046556741,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Youth,3649,152.152,134.909873665,109.2329952256336,144.38598823073147,153.55751140981073,1.19894907407,126,Youth,http://www.movie-list.com/trailers/youth,Drama,4-Dec-15,http://imdb.com/title/tt3312830/,0.125991520271,0.0677454651048,0.0,0.35087518538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
